"","X","S","I","R","Kids","Adults","ID"
"1647",627,312,188,147,45,143,132
"1648",628,187,125,140,29,96,132
"1649",629,109,78,132,15,63,132
"1650",630,61,48,125,4,44,132
"1651",631,38,23,111,3,20,132
"1652",632,25,13,117,1,12,132
"1653",633,18,7,109,0,7,132
"1654",634,16,2,80,0,2,132
"1655",635,16,0,75,0,0,132
"1656",636,14,2,66,1,1,132
"1657",637,11,3,61,1,2,132
"1658",638,11,0,55,0,0,132
"1659",639,8,3,52,0,3,132
"1660",640,7,1,30,0,1,132
"1661",641,6,1,37,0,1,132
"1662",642,4,2,33,0,2,132
"1663",643,4,0,25,0,0,132
"1664",644,4,0,24,0,0,132
"1665",645,4,0,16,0,0,132
"1666",646,4,0,16,0,0,132
"1667",647,4,0,13,0,0,132
"1668",648,4,0,11,0,0,132
"1669",649,4,0,4,0,0,132
"1670",650,4,0,7,0,0,132
"1671",651,4,0,10,0,0,132
"1672",652,4,0,15,0,0,132
"1673",653,4,0,5,0,0,132
"1674",654,4,0,7,0,0,132
"1675",655,4,0,4,0,0,132
"1676",656,4,0,5,0,0,132
"1677",657,4,0,4,0,0,132
"1678",658,4,0,3,0,0,132
"1679",659,4,0,1,0,0,132
"1680",660,4,0,4,0,0,132
"1681",661,4,0,6,0,0,132
"1682",662,4,0,4,0,0,132
"1683",663,4,0,1,0,0,132
"1684",664,1997,3,0,710,1287,133
"1685",665,1995,2,2,2,0,133
"1686",666,1989,6,0,5,1,133
"1687",667,1973,16,1,11,5,133
"1688",668,1943,30,2,21,9,133
"1689",669,1898,45,2,22,23,133
"1690",670,1817,81,11,35,46,133
"1691",671,1647,170,16,79,91,133
"1692",672,1395,252,46,111,141,133
"1693",673,1073,322,59,131,191,133
"1694",674,701,372,104,137,235,133
"1695",675,419,282,138,84,198,133
"1696",676,244,175,165,37,138,133
"1697",677,150,94,168,16,78,133
"1698",678,99,51,132,9,42,133
"1699",679,66,33,135,1,32,133
"1700",680,46,20,139,5,15,133
"1701",681,32,14,109,2,12,133
"1702",682,29,3,104,0,3,133
"1703",683,22,7,83,0,7,133
"1704",684,20,2,72,1,1,133
"1705",685,16,4,70,0,4,133
"1706",686,15,1,52,0,1,133
"1707",687,15,0,51,0,0,133
"1708",688,14,1,35,0,1,133
"1709",689,12,2,45,0,2,133
"1710",690,12,0,32,0,0,133
"1711",691,12,0,31,0,0,133
"1712",692,12,0,33,0,0,133
"1713",693,12,0,15,0,0,133
"1714",694,11,1,21,1,0,133
"1715",695,10,1,15,0,1,133
"1716",696,10,0,15,0,0,133
"1717",697,9,1,15,0,1,133
"1718",698,9,0,9,0,0,133
"1719",699,9,0,7,0,0,133
"1720",700,9,0,9,0,0,133
"1721",701,9,0,4,0,0,133
"1722",702,9,0,6,0,0,133
"1723",703,9,0,3,0,0,133
"1724",704,9,0,2,0,0,133
"1725",705,9,0,5,0,0,133
"1726",706,9,0,5,0,0,133
"1727",707,9,0,3,0,0,133
"1728",708,9,0,0,0,0,133
"1729",709,9,0,3,0,0,133
"1730",710,9,0,3,0,0,133
"1731",711,9,0,2,0,0,133
"1732",712,9,0,1,0,0,133
"1733",713,9,0,1,0,0,133
"1734",714,9,0,1,0,0,133
"1735",715,1997,3,0,719,1278,134
"1736",716,1995,2,0,0,2,134
"1737",717,1992,3,2,1,2,134
"1738",718,1987,5,0,1,4,134
"1739",719,1976,11,0,5,6,134
"1740",720,1950,26,4,15,11,134
"1741",721,1902,48,5,28,20,134
"1742",722,1808,94,14,55,39,134
"1743",723,1668,140,19,75,65,134
"1744",724,1436,232,36,105,127,134
"1745",725,1127,309,85,142,167,134
"1746",726,798,329,85,136,193,134
"1747",727,514,284,132,80,204,134
"1748",728,317,197,156,30,167,134
"1749",729,195,122,146,24,98,134
"1750",730,124,71,164,11,60,134
"1751",731,85,39,147,4,35,134
"1752",732,69,16,114,1,15,134
"1753",733,55,14,109,0,14,134
"1754",734,43,12,88,1,11,134
"1755",735,31,12,91,1,11,134
"1756",736,25,6,115,1,5,134
"1757",737,15,10,52,0,10,134
"1758",738,12,3,65,0,3,134
"1759",739,9,3,49,0,3,134
"1760",740,9,0,37,0,0,134
"1761",741,9,0,34,0,0,134
"1762",742,8,1,35,0,1,134
"1763",743,8,0,34,0,0,134
"1764",744,8,0,27,0,0,134
"1765",745,5,3,27,0,3,134
"1766",746,5,0,23,0,0,134
"1767",747,5,0,9,0,0,134
"1768",748,5,0,12,0,0,134
"1769",749,4,1,15,1,0,134
"1770",750,4,0,16,0,0,134
"1771",751,4,0,10,0,0,134
"1772",752,4,0,3,0,0,134
"1773",753,4,0,4,0,0,134
"1774",754,4,0,3,0,0,134
"1775",755,4,0,4,0,0,134
"1776",756,4,0,6,0,0,134
"1777",757,4,0,3,0,0,134
"1778",758,4,0,2,0,0,134
"1779",759,4,0,1,0,0,134
"1780",760,4,0,1,0,0,134
"1781",761,4,0,0,0,0,134
"1782",762,4,0,0,0,0,134
"1783",763,4,0,3,0,0,134
"1784",764,4,0,1,0,0,134
"1785",765,4,0,0,0,0,134
"1786",766,1997,3,0,705,1292,135
"1787",767,1994,3,1,3,0,135
"1788",768,1984,10,0,5,5,135
"1789",769,1970,14,1,5,9,135
"1790",770,1935,35,3,18,17,135
"1791",771,1874,61,5,33,28,135
"1792",772,1743,131,16,66,65,135
"1793",773,1544,199,37,97,102,135
"1794",774,1253,291,63,139,152,135
"1795",775,916,337,74,137,200,135
"1796",776,602,314,124,91,223,135
"1797",777,406,196,158,41,155,135
"1798",778,256,150,156,28,122,135
"1799",779,162,94,168,19,75,135
"1800",780,97,65,137,14,51,135
"1801",781,66,31,115,1,30,135
"1802",782,48,18,119,3,15,135
"1803",783,38,10,95,1,9,135
"1804",784,28,10,92,0,10,135
"1805",785,24,4,73,1,3,135
"1806",786,20,4,71,0,4,135
"1807",787,17,3,72,1,2,135
"1808",788,13,4,44,1,3,135
"1809",789,12,1,48,0,1,135
"1810",790,8,4,41,1,3,135
"1811",791,8,0,42,0,0,135
"1812",792,7,1,25,0,1,135
"1813",793,6,1,30,0,1,135
"1814",794,6,0,23,0,0,135
"1815",795,6,0,26,0,0,135
"1816",796,6,0,20,0,0,135
"1817",797,6,0,19,0,0,135
"1818",798,5,1,15,0,1,135
"1819",799,5,0,19,0,0,135
"1820",800,5,0,8,0,0,135
"1821",801,5,0,5,0,0,135
"1822",802,5,0,3,0,0,135
"1823",803,4,1,8,0,1,135
"1824",804,4,0,7,0,0,135
"1825",805,4,0,5,0,0,135
"1826",806,4,0,5,0,0,135
"1827",807,4,0,3,0,0,135
"1828",808,4,0,3,0,0,135
"1829",809,4,0,2,0,0,135
"1830",810,4,0,2,0,0,135
"1831",811,4,0,1,0,0,135
"1832",812,4,0,2,0,0,135
"1833",813,4,0,3,0,0,135
"1834",814,4,0,0,0,0,135
"1835",815,4,0,1,0,0,135
"1836",816,4,0,0,0,0,135
"1837",817,1997,3,0,726,1271,136
"1838",818,1996,1,0,0,1,136
"1839",819,1992,4,0,1,3,136
"1840",820,1980,12,0,5,7,136
"1841",821,1955,25,0,11,14,136
"1842",822,1907,48,4,28,20,136
"1843",823,1805,102,10,54,48,136
"1844",824,1643,162,26,87,75,136
"1845",825,1388,255,44,117,138,136
"1846",826,1084,304,64,113,191,136
"1847",827,754,330,120,131,199,136
"1848",828,467,287,135,93,194,136
"1849",829,299,168,151,43,125,136
"1850",830,182,117,151,16,101,136
"1851",831,113,69,150,11,58,136
"1852",832,72,41,144,7,34,136
"1853",833,53,19,142,2,17,136
"1854",834,42,11,109,1,10,136
"1855",835,27,15,100,2,13,136
"1856",836,19,8,73,1,7,136
"1857",837,11,8,77,1,7,136
"1858",838,10,1,72,0,1,136
"1859",839,8,2,61,0,2,136
"1860",840,7,1,48,0,1,136
"1861",841,6,1,37,0,1,136
"1862",842,4,2,36,2,0,136
"1863",843,4,0,33,0,0,136
"1864",844,4,0,26,0,0,136
"1865",845,2,2,20,0,2,136
"1866",846,2,0,18,0,0,136
"1867",847,2,0,21,0,0,136
"1868",848,2,0,17,0,0,136
"1869",849,2,0,18,0,0,136
"1870",850,2,0,11,0,0,136
"1871",851,2,0,9,0,0,136
"1872",852,2,0,5,0,0,136
"1873",853,2,0,10,0,0,136
"1874",854,2,0,10,0,0,136
"1875",855,2,0,7,0,0,136
"1876",856,2,0,4,0,0,136
"1877",857,2,0,5,0,0,136
"1878",858,1,1,7,0,1,136
"1879",859,1,0,4,0,0,136
"1880",860,1,0,4,0,0,136
"1881",861,1,0,2,0,0,136
"1882",862,0,1,3,0,1,136
"1883",863,0,0,0,0,0,136
"1884",864,0,0,3,0,0,136
"1885",865,0,0,2,0,0,136
"1886",866,0,0,1,0,0,136
"1887",867,0,0,2,0,0,136
"1888",868,1997,3,0,711,1286,137
"1889",869,1995,2,0,0,2,137
"1890",870,1990,5,2,1,4,137
"1891",871,1979,11,0,6,5,137
"1892",872,1959,20,4,6,14,137
"1893",873,1918,41,3,21,20,137
"1894",874,1834,84,10,40,44,137
"1895",875,1683,151,22,76,75,137
"1896",876,1450,233,33,123,110,137
"1897",877,1128,322,65,149,173,137
"1898",878,793,335,113,117,218,137
"1899",879,515,278,116,73,205,137
"1900",880,319,196,125,54,142,137
"1901",881,196,123,169,25,98,137
"1902",882,119,77,156,11,66,137
"1903",883,69,50,147,4,46,137
"1904",884,42,27,114,2,25,137
"1905",885,24,18,125,2,16,137
"1906",886,19,5,110,1,4,137
"1907",887,13,6,86,0,6,137
"1908",888,12,1,83,0,1,137
"1909",889,9,3,55,0,3,137
"1910",890,6,3,56,0,3,137
"1911",891,6,0,50,0,0,137
"1912",892,6,0,47,0,0,137
"1913",893,6,0,50,0,0,137
"1914",894,6,0,27,0,0,137
"1915",895,6,0,23,0,0,137
"1916",896,5,1,32,0,1,137
"1917",897,5,0,29,0,0,137
"1918",898,5,0,26,0,0,137
"1919",899,4,1,17,0,1,137
"1920",900,4,0,15,0,0,137
"1921",901,4,0,10,0,0,137
"1922",902,4,0,6,0,0,137
"1923",903,4,0,12,0,0,137
"1924",904,4,0,5,0,0,137
"1925",905,4,0,6,0,0,137
"1926",906,4,0,8,0,0,137
"1927",907,4,0,7,0,0,137
"1928",908,4,0,3,0,0,137
"1929",909,4,0,2,0,0,137
"1930",910,4,0,4,0,0,137
"1931",911,4,0,3,0,0,137
"1932",912,4,0,3,0,0,137
"1933",913,4,0,3,0,0,137
"1934",914,4,0,1,0,0,137
"1935",915,4,0,2,0,0,137
"1936",916,4,0,2,0,0,137
"1937",917,4,0,2,0,0,137
"1938",918,3,1,1,0,1,137
"1939",919,1997,3,0,673,1324,138
"1940",920,1993,4,0,2,2,138
"1941",921,1989,4,2,3,1,138
"1942",922,1979,10,0,5,5,138
"1943",923,1952,27,2,19,8,138
"1944",924,1907,45,4,25,20,138
"1945",925,1820,87,10,43,44,138
"1946",926,1648,172,17,80,92,138
"1947",927,1378,270,41,117,153,138
"1948",928,1049,329,64,130,199,138
"1949",929,723,326,100,120,206,138
"1950",930,435,288,133,66,222,138
"1951",931,239,196,164,36,160,138
"1952",932,138,101,161,16,85,138
"1953",933,76,62,162,5,57,138
"1954",934,59,17,146,2,15,138
"1955",935,42,17,113,2,15,138
"1956",936,34,8,103,0,8,138
"1957",937,26,8,91,0,8,138
"1958",938,21,5,76,0,5,138
"1959",939,18,3,71,1,2,138
"1960",940,17,1,65,0,1,138
"1961",941,12,5,55,1,4,138
"1962",942,11,1,62,0,1,138
"1963",943,11,0,41,0,0,138
"1964",944,11,0,42,0,0,138
"1965",945,10,1,28,0,1,138
"1966",946,9,1,20,0,1,138
"1967",947,8,1,30,0,1,138
"1968",948,8,0,27,0,0,138
"1969",949,8,0,31,0,0,138
"1970",950,8,0,17,0,0,138
"1971",951,8,0,21,0,0,138
"1972",952,8,0,10,0,0,138
"1973",953,8,0,2,0,0,138
"1974",954,8,0,9,0,0,138
"1975",955,8,0,12,0,0,138
"1976",956,7,1,11,0,1,138
"1977",957,7,0,9,0,0,138
"1978",958,7,0,8,0,0,138
"1979",959,7,0,5,0,0,138
"1980",960,7,0,5,0,0,138
"1981",961,6,1,3,0,1,138
"1982",962,6,0,2,0,0,138
"1983",963,5,1,3,0,1,138
"1984",964,5,0,3,0,0,138
"1985",965,5,0,2,0,0,138
"1986",966,5,0,1,0,0,138
"1987",967,5,0,2,0,0,138
"1988",968,5,0,1,0,0,138
"1989",969,5,0,2,0,0,138
"1990",970,1997,3,0,680,1317,139
"1991",971,1996,1,0,1,0,139
"1992",972,1991,5,1,3,2,139
"1993",973,1986,5,2,4,1,139
"1994",974,1976,10,0,5,5,139
"1995",975,1951,25,2,11,14,139
"1996",976,1897,54,13,27,27,139
"1997",977,1803,94,11,47,47,139
"1998",978,1662,141,17,68,73,139
"1999",979,1430,232,30,89,143,139
"2000",980,1099,331,66,142,189,139
"2001",981,754,345,105,127,218,139
"2002",982,486,268,157,71,197,139
"2003",983,298,188,155,39,149,139
"2004",984,187,111,162,19,92,139
"2005",985,109,78,144,9,69,139
"2006",986,77,32,134,5,27,139
"2007",987,57,20,132,1,19,139
"2008",988,40,17,130,6,11,139
"2009",989,36,4,86,0,4,139
"2010",990,29,7,87,1,6,139
"2011",991,20,9,63,1,8,139
"2012",992,18,2,72,1,1,139
"2013",993,16,2,49,0,2,139
"2014",994,15,1,55,0,1,139
"2015",995,14,1,37,0,1,139
"2016",996,11,3,36,0,3,139
"2017",997,11,0,33,0,0,139
"2018",998,10,1,33,0,1,139
"2019",999,9,1,24,0,1,139
"2020",1000,9,0,19,0,0,139
"2021",1001,9,0,13,0,0,139
"2022",1002,9,0,14,0,0,139
"2023",1003,9,0,15,0,0,139
"2024",1004,9,0,12,0,0,139
"2025",1005,9,0,15,0,0,139
"2026",1006,9,0,4,0,0,139
"2027",1007,9,0,9,0,0,139
"2028",1008,9,0,10,0,0,139
"2029",1009,9,0,9,0,0,139
"2030",1010,9,0,5,0,0,139
"2031",1011,9,0,4,0,0,139
"2032",1012,9,0,4,0,0,139
"2033",1013,9,0,2,0,0,139
"2034",1014,9,0,2,0,0,139
"2035",1015,9,0,2,0,0,139
"2036",1016,9,0,1,0,0,139
"2037",1017,9,0,2,0,0,139
"2038",1018,9,0,1,0,0,139
"2039",1019,9,0,3,0,0,139
"2040",1020,9,0,0,0,0,139
"2041",1021,1997,3,0,714,1283,140
"2042",1022,1991,6,0,3,3,140
"2043",1023,1985,6,1,4,2,140
"2044",1024,1968,17,1,12,5,140
"2045",1025,1926,42,4,26,16,140
"2046",1026,1864,62,11,39,23,140
"2047",1027,1724,140,23,71,69,140
"2048",1028,1536,188,28,86,102,140
"2049",1029,1262,274,55,117,157,140
"2050",1030,956,306,82,106,200,140
"2051",1031,677,279,110,109,170,140
"2052",1032,429,248,146,69,179,140
"2053",1033,250,179,161,36,143,140
"2054",1034,163,87,140,10,77,140
"2055",1035,100,63,138,12,51,140
"2056",1036,69,31,157,5,26,140
"2057",1037,50,19,99,3,16,140
"2058",1038,34,16,111,1,15,140
"2059",1039,25,9,98,1,8,140
"2060",1040,18,7,68,1,6,140
"2061",1041,11,7,77,1,6,140
"2062",1042,7,4,63,1,3,140
"2063",1043,7,0,48,0,0,140
"2064",1044,5,2,48,1,1,140
"2065",1045,5,0,49,0,0,140
"2066",1046,4,1,29,0,1,140
"2067",1047,3,1,26,0,1,140
"2068",1048,3,0,26,0,0,140
"2069",1049,3,0,26,0,0,140
"2070",1050,3,0,30,0,0,140
"2071",1051,3,0,16,0,0,140
"2072",1052,3,0,18,0,0,140
"2073",1053,3,0,16,0,0,140
"2074",1054,3,0,9,0,0,140
"2075",1055,3,0,11,0,0,140
"2076",1056,3,0,8,0,0,140
"2077",1057,3,0,12,0,0,140
"2078",1058,3,0,3,0,0,140
"2079",1059,3,0,7,0,0,140
"2080",1060,3,0,3,0,0,140
"2081",1061,3,0,8,0,0,140
"2082",1062,3,0,1,0,0,140
"2083",1063,3,0,3,0,0,140
"2084",1064,3,0,5,0,0,140
"2085",1065,3,0,1,0,0,140
"2086",1066,3,0,2,0,0,140
"2087",1067,3,0,2,0,0,140
"2088",1068,3,0,4,0,0,140
"2089",1069,3,0,1,0,0,140
"2090",1070,3,0,3,0,0,140
"2091",1071,3,0,2,0,0,140
"2092",1072,1997,3,0,678,1319,141
"2093",1073,1995,2,1,1,1,141
"2094",1074,1993,2,1,0,2,141
"2095",1075,1988,5,2,2,3,141
"2096",1076,1979,9,2,6,3,141
"2097",1077,1961,18,1,12,6,141
"2098",1078,1922,39,5,19,20,141
"2099",1079,1843,79,8,36,43,141
"2100",1080,1703,140,23,65,75,141
"2101",1081,1463,240,42,97,143,141
"2102",1082,1158,305,70,123,182,141
"2103",1083,800,358,93,138,220,141
"2104",1084,538,262,115,80,182,141
"2105",1085,335,203,141,50,153,141
"2106",1086,218,117,163,17,100,141
"2107",1087,129,89,133,12,77,141
"2108",1088,82,47,126,12,35,141
"2109",1089,53,29,118,3,26,141
"2110",1090,41,12,140,1,11,141
"2111",1091,28,13,107,1,12,141
"2112",1092,17,11,105,0,11,141
"2113",1093,11,6,78,0,6,141
"2114",1094,9,2,70,2,0,141
"2115",1095,7,2,62,0,2,141
"2116",1096,6,1,50,0,1,141
"2117",1097,4,2,49,0,2,141
"2118",1098,2,2,36,0,2,141
"2119",1099,2,0,35,0,0,141
"2120",1100,2,0,24,0,0,141
"2121",1101,2,0,23,0,0,141
"2122",1102,1,1,25,0,1,141
"2123",1103,1,0,20,0,0,141
"2124",1104,1,0,14,0,0,141
"2125",1105,1,0,17,0,0,141
"2126",1106,1,0,13,0,0,141
"2127",1107,1,0,10,0,0,141
"2128",1108,1,0,10,0,0,141
"2129",1109,1,0,10,0,0,141
"2130",1110,1,0,5,0,0,141
"2131",1111,1,0,8,0,0,141
"2132",1112,1,0,3,0,0,141
"2133",1113,1,0,3,0,0,141
"2134",1114,1,0,5,0,0,141
"2135",1115,1,0,4,0,0,141
"2136",1116,1,0,4,0,0,141
"2137",1117,1,0,1,0,0,141
"2138",1118,1,0,5,0,0,141
"2139",1119,1,0,1,0,0,141
"2140",1120,1,0,2,0,0,141
"2141",1121,1,0,4,0,0,141
"2142",1122,1,0,1,0,0,141
"2143",1123,1997,3,0,721,1276,142
"2144",1124,1991,6,1,1,5,142
"2145",1125,1985,6,3,3,3,142
"2146",1126,1969,16,0,6,10,142
"2147",1127,1938,31,4,17,14,142
"2148",1128,1884,54,8,24,30,142
"2149",1129,1786,98,14,42,56,142
"2150",1130,1627,159,23,72,87,142
"2151",1131,1389,238,46,123,115,142
"2152",1132,1045,344,78,170,174,142
"2153",1133,712,333,116,131,202,142
"2154",1134,467,245,147,69,176,142
"2155",1135,276,191,143,40,151,142
"2156",1136,174,102,143,10,92,142
"2157",1137,104,70,135,4,66,142
"2158",1138,66,38,137,4,34,142
"2159",1139,43,23,128,1,22,142
"2160",1140,28,15,112,1,14,142
"2161",1141,21,7,93,0,7,142
"2162",1142,15,6,83,1,5,142
"2163",1143,12,3,73,0,3,142
"2164",1144,9,3,81,1,2,142
"2165",1145,8,1,56,0,1,142
"2166",1146,8,0,60,0,0,142
"2167",1147,7,1,40,0,1,142
"2168",1148,7,0,30,0,0,142
"2169",1149,6,1,22,0,1,142
"2170",1150,6,0,27,0,0,142
"2171",1151,5,1,28,0,1,142
"2172",1152,5,0,18,0,0,142
"2173",1153,5,0,20,0,0,142
"2174",1154,4,1,17,0,1,142
"2175",1155,4,0,18,0,0,142
"2176",1156,4,0,17,0,0,142
"2177",1157,4,0,11,0,0,142
"2178",1158,4,0,9,0,0,142
"2179",1159,4,0,5,0,0,142
"2180",1160,4,0,5,0,0,142
"2181",1161,4,0,10,0,0,142
"2182",1162,4,0,7,0,0,142
"2183",1163,4,0,3,0,0,142
"2184",1164,4,0,4,0,0,142
"2185",1165,4,0,2,0,0,142
"2186",1166,4,0,4,0,0,142
"2187",1167,4,0,0,0,0,142
"2188",1168,4,0,1,0,0,142
"2189",1169,4,0,3,0,0,142
"2190",1170,4,0,1,0,0,142
"2191",1171,4,0,1,0,0,142
"2192",1172,4,0,2,0,0,142
"2193",1173,4,0,1,0,0,142
"2194",1174,1997,3,0,656,1341,143
"2195",1175,1990,7,0,5,2,143
"2196",1176,1974,16,1,5,11,143
"2197",1177,1950,24,4,13,11,143
"2198",1178,1907,43,7,20,23,143
"2199",1179,1820,87,11,37,50,143
"2200",1180,1665,155,26,82,73,143
"2201",1181,1412,253,38,104,149,143
"2202",1182,1093,319,57,133,186,143
"2203",1183,764,329,88,102,227,143
"2204",1184,479,285,146,78,207,143
"2205",1185,293,186,161,30,156,143
"2206",1186,174,119,154,21,98,143
"2207",1187,93,81,167,18,63,143
"2208",1188,59,34,123,3,31,143
"2209",1189,40,19,131,2,17,143
"2210",1190,29,11,116,2,9,143
"2211",1191,21,8,86,1,7,143
"2212",1192,15,6,109,0,6,143
"2213",1193,13,2,80,0,2,143
"2214",1194,13,0,61,0,0,143
"2215",1195,10,3,48,0,3,143
"2216",1196,8,2,59,0,2,143
"2217",1197,7,1,42,0,1,143
"2218",1198,7,0,41,0,0,143
"2219",1199,7,0,34,0,0,143
"2220",1200,6,1,32,0,1,143
"2221",1201,6,0,26,0,0,143
"2222",1202,4,2,16,0,2,143
"2223",1203,4,0,17,0,0,143
"2224",1204,4,0,15,0,0,143
"2225",1205,4,0,15,0,0,143
"2226",1206,3,1,15,0,1,143
"2227",1207,3,0,12,0,0,143
"2228",1208,3,0,7,0,0,143
"2229",1209,3,0,5,0,0,143
"2230",1210,3,0,7,0,0,143
"2231",1211,3,0,4,0,0,143
"2232",1212,3,0,6,0,0,143
"2233",1213,3,0,5,0,0,143
"2234",1214,3,0,3,0,0,143
"2235",1215,3,0,4,0,0,143
"2236",1216,3,0,1,0,0,143
"2237",1217,3,0,2,0,0,143
"2238",1218,3,0,2,0,0,143
"2239",1219,3,0,1,0,0,143
"2240",1220,3,0,1,0,0,143
"2241",1221,3,0,2,0,0,143
"2242",1222,3,0,1,0,0,143
"2243",1223,3,0,2,0,0,143
"2244",1224,3,0,0,0,0,143
"2245",1225,1997,3,0,664,1333,144
"2246",1226,1993,4,0,0,4,144
"2247",1227,1988,5,2,0,5,144
"2248",1228,1980,8,0,2,6,144
"2249",1229,1974,6,3,2,4,144
"2250",1230,1955,19,1,9,10,144
"2251",1231,1901,54,5,25,29,144
"2252",1232,1837,64,11,30,34,144
"2253",1233,1741,96,20,45,51,144
"2254",1234,1571,170,43,77,93,144
"2255",1235,1330,241,40,90,151,144
"2256",1236,1018,312,74,113,199,144
"2257",1237,732,286,99,107,179,144
"2258",1238,461,271,121,82,189,144
"2259",1239,274,187,152,44,143,144
"2260",1240,166,108,162,18,90,144
"2261",1241,98,68,142,8,60,144
"2262",1242,66,32,130,3,29,144
"2263",1243,44,22,118,3,19,144
"2264",1244,26,18,109,3,15,144
"2265",1245,20,6,96,0,6,144
"2266",1246,12,8,94,0,8,144
"2267",1247,10,2,76,1,1,144
"2268",1248,9,1,53,1,0,144
"2269",1249,9,0,41,0,0,144
"2270",1250,6,3,50,0,3,144
"2271",1251,5,1,39,0,1,144
"2272",1252,5,0,35,0,0,144
"2273",1253,4,1,38,0,1,144
"2274",1254,4,0,39,0,0,144
"2275",1255,4,0,32,0,0,144
"2276",1256,4,0,17,0,0,144
"2277",1257,4,0,17,0,0,144
"2278",1258,4,0,20,0,0,144
"2279",1259,4,0,13,0,0,144
"2280",1260,4,0,14,0,0,144
"2281",1261,4,0,11,0,0,144
"2282",1262,4,0,9,0,0,144
"2283",1263,4,0,9,0,0,144
"2284",1264,4,0,6,0,0,144
"2285",1265,4,0,11,0,0,144
"2286",1266,4,0,9,0,0,144
"2287",1267,4,0,9,0,0,144
"2288",1268,4,0,6,0,0,144
"2289",1269,4,0,1,0,0,144
"2290",1270,4,0,5,0,0,144
"2291",1271,4,0,2,0,0,144
"2292",1272,4,0,2,0,0,144
"2293",1273,4,0,2,0,0,144
"2294",1274,4,0,0,0,0,144
"2295",1275,4,0,1,0,0,144
"2296",1276,1997,3,0,679,1318,145
"2297",1277,1994,3,0,1,2,145
"2298",1278,1985,9,0,3,6,145
"2299",1279,1967,18,3,10,8,145
"2300",1280,1932,35,4,22,13,145
"2301",1281,1873,59,7,33,26,145
"2302",1282,1764,109,19,53,56,145
"2303",1283,1578,186,29,93,93,145
"2304",1284,1299,279,41,119,160,145
"2305",1285,982,317,75,113,204,145
"2306",1286,683,299,91,90,209,145
"2307",1287,419,264,133,69,195,145
"2308",1288,242,177,162,42,135,145
"2309",1289,147,95,153,13,82,145
"2310",1290,94,53,144,6,47,145
"2311",1291,62,32,133,3,29,145
"2312",1292,50,12,130,1,11,145
"2313",1293,33,17,108,3,14,145
"2314",1294,27,6,92,0,6,145
"2315",1295,17,10,96,3,7,145
"2316",1296,12,5,77,0,5,145
"2317",1297,9,3,74,1,2,145
"2318",1298,7,2,50,0,2,145
"2319",1299,7,0,49,0,0,145
"2320",1300,5,2,50,0,2,145
"2321",1301,4,1,42,0,1,145
"2322",1302,3,1,19,1,0,145
"2323",1303,3,0,29,0,0,145
"2324",1304,2,1,24,0,1,145
"2325",1305,1,1,22,0,1,145
"2326",1306,1,0,17,0,0,145
"2327",1307,1,0,16,0,0,145
"2328",1308,0,1,8,0,1,145
"2329",1309,0,0,11,0,0,145
"2330",1310,0,0,14,0,0,145
"2331",1311,0,0,4,0,0,145
"2332",1312,0,0,9,0,0,145
"2333",1313,0,0,11,0,0,145
"2334",1314,0,0,7,0,0,145
"2335",1315,0,0,7,0,0,145
"2336",1316,0,0,5,0,0,145
"2337",1317,0,0,5,0,0,145
"2338",1318,0,0,1,0,0,145
"2339",1319,0,0,5,0,0,145
"2340",1320,0,0,4,0,0,145
"2341",1321,0,0,4,0,0,145
"2342",1322,0,0,3,0,0,145
"2343",1323,0,0,3,0,0,145
"2344",1324,0,0,3,0,0,145
"2345",1325,0,0,2,0,0,145
"2346",1326,0,0,2,0,0,145
"2347",1327,1997,3,0,692,1305,146
"2348",1328,1995,2,0,1,1,146
"2349",1329,1988,7,0,1,6,146
"2350",1330,1978,10,0,5,5,146
"2351",1331,1949,29,2,9,20,146
"2352",1332,1906,43,7,24,19,146
"2353",1333,1817,89,7,47,42,146
"2354",1334,1664,153,21,85,68,146
"2355",1335,1420,244,41,112,132,146
"2356",1336,1113,307,85,119,188,146
"2357",1337,764,349,93,133,216,146
"2358",1338,464,300,120,79,221,146
"2359",1339,270,194,147,41,153,146
"2360",1340,162,108,149,18,90,146
"2361",1341,108,54,160,4,50,146
"2362",1342,73,35,132,5,30,146
"2363",1343,48,25,126,2,23,146
"2364",1344,32,16,118,4,12,146
"2365",1345,23,9,93,2,7,146
"2366",1346,19,4,94,0,4,146
"2367",1347,17,2,78,0,2,146
"2368",1348,16,1,61,0,1,146
"2369",1349,15,1,66,0,1,146
"2370",1350,12,3,46,1,2,146
"2371",1351,12,0,44,0,0,146
"2372",1352,12,0,37,0,0,146
"2373",1353,10,2,25,0,2,146
"2374",1354,9,1,24,0,1,146
"2375",1355,9,0,27,0,0,146
"2376",1356,9,0,16,0,0,146
"2377",1357,8,1,28,0,1,146
"2378",1358,7,1,22,0,1,146
"2379",1359,7,0,13,0,0,146
"2380",1360,5,2,17,0,2,146
"2381",1361,5,0,11,0,0,146
"2382",1362,4,1,13,0,1,146
"2383",1363,4,0,5,0,0,146
"2384",1364,4,0,8,0,0,146
"2385",1365,4,0,7,0,0,146
"2386",1366,4,0,8,0,0,146
"2387",1367,4,0,8,0,0,146
"2388",1368,4,0,7,0,0,146
"2389",1369,4,0,5,0,0,146
"2390",1370,4,0,8,0,0,146
"2391",1371,4,0,2,0,0,146
"2392",1372,4,0,2,0,0,146
"2393",1373,4,0,2,0,0,146
