"","X","S","I","R","Kids","Adults","ID"
"4572",3552,4,0,21,0,0,189
"4573",3553,4,0,18,0,0,189
"4574",3554,4,0,2,0,0,189
"4575",3555,4,0,9,0,0,189
"4576",3556,3,1,10,0,1,189
"4577",3557,3,0,12,0,0,189
"4578",3558,3,0,4,0,0,189
"4579",3559,3,0,8,0,0,189
"4580",3560,3,0,3,0,0,189
"4581",3561,3,0,3,0,0,189
"4582",3562,3,0,5,0,0,189
"4583",3563,3,0,6,0,0,189
"4584",3564,3,0,3,0,0,189
"4585",3565,3,0,7,0,0,189
"4586",3566,3,0,2,0,0,189
"4587",3567,3,0,0,0,0,189
"4588",3568,3,0,0,0,0,189
"4589",3569,3,0,1,0,0,189
"4590",3570,3,0,3,0,0,189
"4591",3571,1997,3,0,694,1303,190
"4592",3572,1992,5,0,0,5,190
"4593",3573,1987,5,1,3,2,190
"4594",3574,1976,11,1,6,5,190
"4595",3575,1951,25,2,11,14,190
"4596",3576,1902,49,6,25,24,190
"4597",3577,1816,86,10,35,51,190
"4598",3578,1677,139,17,70,69,190
"4599",3579,1423,254,43,111,143,190
"4600",3580,1098,325,67,131,194,190
"4601",3581,764,334,89,104,230,190
"4602",3582,486,278,141,94,184,190
"4603",3583,294,192,134,46,146,190
"4604",3584,177,117,157,33,84,190
"4605",3585,106,71,136,17,54,190
"4606",3586,61,45,157,5,40,190
"4607",3587,47,14,108,0,14,190
"4608",3588,33,14,121,1,13,190
"4609",3589,21,12,102,1,11,190
"4610",3590,16,5,101,0,5,190
"4611",3591,12,4,84,0,4,190
"4612",3592,11,1,68,0,1,190
"4613",3593,10,1,58,0,1,190
"4614",3594,8,2,43,0,2,190
"4615",3595,8,0,43,0,0,190
"4616",3596,8,0,47,0,0,190
"4617",3597,7,1,29,0,1,190
"4618",3598,6,1,38,0,1,190
"4619",3599,6,0,28,0,0,190
"4620",3600,6,0,13,0,0,190
"4621",3601,6,0,22,0,0,190
"4622",3602,6,0,17,0,0,190
"4623",3603,6,0,12,0,0,190
"4624",3604,6,0,9,0,0,190
"4625",3605,6,0,10,0,0,190
"4626",3606,6,0,12,0,0,190
"4627",3607,6,0,5,0,0,190
"4628",3608,6,0,10,0,0,190
"4629",3609,6,0,5,0,0,190
"4630",3610,6,0,5,0,0,190
"4631",3611,6,0,2,0,0,190
"4632",3612,6,0,8,0,0,190
"4633",3613,6,0,2,0,0,190
"4634",3614,6,0,3,0,0,190
"4635",3615,6,0,6,0,0,190
"4636",3616,6,0,5,0,0,190
"4637",3617,5,1,3,0,1,190
"4638",3618,5,0,2,0,0,190
"4639",3619,5,0,4,0,0,190
"4640",3620,5,0,2,0,0,190
"4641",3621,5,0,2,0,0,190
"4642",3622,1997,3,0,706,1291,191
"4643",3623,1995,2,1,0,2,191
"4644",3624,1993,2,0,1,1,191
"4645",3625,1990,3,0,1,2,191
"4646",3626,1979,11,2,7,4,191
"4647",3627,1956,23,4,12,11,191
"4648",3628,1911,45,5,18,27,191
"4649",3629,1836,75,7,41,34,191
"4650",3630,1712,124,26,65,59,191
"4651",3631,1514,198,33,101,97,191
"4652",3632,1220,294,52,138,156,191
"4653",3633,875,345,107,132,213,191
"4654",3634,568,307,105,88,219,191
"4655",3635,380,188,161,49,139,191
"4656",3636,243,137,151,29,108,191
"4657",3637,165,78,131,7,71,191
"4658",3638,98,67,139,9,58,191
"4659",3639,68,30,126,3,27,191
"4660",3640,50,18,122,2,16,191
"4661",3641,39,11,96,1,10,191
"4662",3642,28,11,93,1,10,191
"4663",3643,21,7,92,1,6,191
"4664",3644,15,6,62,0,6,191
"4665",3645,12,3,65,0,3,191
"4666",3646,10,2,58,0,2,191
"4667",3647,10,0,49,0,0,191
"4668",3648,8,2,47,0,2,191
"4669",3649,8,0,37,0,0,191
"4670",3650,8,0,30,0,0,191
"4671",3651,8,0,25,0,0,191
"4672",3652,8,0,29,0,0,191
"4673",3653,8,0,22,0,0,191
"4674",3654,8,0,31,0,0,191
"4675",3655,8,0,13,0,0,191
"4676",3656,7,1,14,0,1,191
"4677",3657,7,0,7,0,0,191
"4678",3658,6,1,6,0,1,191
"4679",3659,6,0,6,0,0,191
"4680",3660,6,0,6,0,0,191
"4681",3661,5,1,2,0,1,191
"4682",3662,5,0,3,0,0,191
"4683",3663,5,0,4,0,0,191
"4684",3664,5,0,7,0,0,191
"4685",3665,5,0,1,0,0,191
"4686",3666,5,0,3,0,0,191
"4687",3667,5,0,0,0,0,191
"4688",3668,5,0,3,0,0,191
"4689",3669,5,0,2,0,0,191
"4690",3670,5,0,1,0,0,191
"4691",3671,5,0,1,0,0,191
"4692",3672,5,0,1,0,0,191
"4693",3673,1997,3,0,713,1284,192
"4694",3674,1995,2,1,1,1,192
"4695",3675,1992,3,2,1,2,192
"4696",3676,1990,2,2,1,1,192
"4697",3677,1988,2,0,0,2,192
"4698",3678,1983,5,2,1,4,192
"4699",3679,1976,7,0,3,4,192
"4700",3680,1953,23,2,13,10,192
"4701",3681,1914,39,5,20,19,192
"4702",3682,1840,74,13,39,35,192
"4703",3683,1695,145,11,75,70,192
"4704",3684,1487,208,36,111,97,192
"4705",3685,1162,325,69,152,173,192
"4706",3686,823,339,86,128,211,192
"4707",3687,526,297,116,88,209,192
"4708",3688,315,211,156,42,169,192
"4709",3689,183,132,153,13,119,192
"4710",3690,114,69,166,8,61,192
"4711",3691,75,39,152,3,36,192
"4712",3692,51,24,138,5,19,192
"4713",3693,34,17,99,2,15,192
"4714",3694,29,5,112,1,4,192
"4715",3695,22,7,94,0,7,192
"4716",3696,18,4,71,0,4,192
"4717",3697,13,5,73,2,3,192
"4718",3698,11,2,51,1,1,192
"4719",3699,11,0,46,0,0,192
"4720",3700,8,3,43,1,2,192
"4721",3701,8,0,39,0,0,192
"4722",3702,7,1,24,1,0,192
"4723",3703,4,3,29,0,3,192
"4724",3704,4,0,19,0,0,192
"4725",3705,4,0,24,0,0,192
"4726",3706,4,0,21,0,0,192
"4727",3707,3,1,21,0,1,192
"4728",3708,3,0,19,0,0,192
"4729",3709,3,0,14,0,0,192
"4730",3710,3,0,12,0,0,192
"4731",3711,3,0,10,0,0,192
"4732",3712,3,0,12,0,0,192
"4733",3713,3,0,7,0,0,192
"4734",3714,3,0,6,0,0,192
"4735",3715,3,0,8,0,0,192
"4736",3716,3,0,8,0,0,192
"4737",3717,3,0,4,0,0,192
"4738",3718,3,0,4,0,0,192
"4739",3719,3,0,3,0,0,192
"4740",3720,3,0,1,0,0,192
"4741",3721,3,0,0,0,0,192
"4742",3722,3,0,2,0,0,192
"4743",3723,3,0,0,0,0,192
"4744",3724,1997,3,0,703,1294,193
"4745",3725,1992,5,0,3,2,193
"4746",3726,1981,11,2,6,5,193
"4747",3727,1968,13,3,8,5,193
"4748",3728,1937,31,4,18,13,193
"4749",3729,1876,61,5,34,27,193
"4750",3730,1784,92,21,46,46,193
"4751",3731,1600,184,25,82,102,193
"4752",3732,1378,222,54,91,131,193
"4753",3733,1070,308,75,128,180,193
"4754",3734,755,315,79,114,201,193
"4755",3735,468,287,125,87,200,193
"4756",3736,272,196,152,46,150,193
"4757",3737,170,102,158,12,90,193
"4758",3738,106,64,138,12,52,193
"4759",3739,71,35,113,5,30,193
"4760",3740,40,31,136,4,27,193
"4761",3741,26,14,129,1,13,193
"4762",3742,17,9,102,1,8,193
"4763",3743,14,3,85,1,2,193
"4764",3744,9,5,74,1,4,193
"4765",3745,7,2,62,0,2,193
"4766",3746,6,1,62,1,0,193
"4767",3747,6,0,41,0,0,193
"4768",3748,4,2,44,0,2,193
"4769",3749,3,1,47,1,0,193
"4770",3750,2,1,28,0,1,193
"4771",3751,2,0,32,0,0,193
"4772",3752,1,1,22,0,1,193
"4773",3753,0,1,17,1,0,193
"4774",3754,0,0,23,0,0,193
"4775",3755,0,0,27,0,0,193
"4776",3756,0,0,9,0,0,193
"4777",3757,0,0,8,0,0,193
"4778",3758,0,0,11,0,0,193
"4779",3759,0,0,11,0,0,193
"4780",3760,0,0,12,0,0,193
"4781",3761,0,0,7,0,0,193
"4782",3762,0,0,11,0,0,193
"4783",3763,0,0,2,0,0,193
"4784",3764,0,0,12,0,0,193
"4785",3765,0,0,6,0,0,193
"4786",3766,0,0,2,0,0,193
"4787",3767,0,0,4,0,0,193
"4788",3768,0,0,2,0,0,193
"4789",3769,0,0,1,0,0,193
"4790",3770,0,0,2,0,0,193
"4791",3771,0,0,4,0,0,193
"4792",3772,0,0,3,0,0,193
"4793",3773,0,0,2,0,0,193
"4794",3774,0,0,2,0,0,193
"4795",3775,1997,3,0,716,1281,194
"4796",3776,1993,4,1,3,1,194
"4797",3777,1983,10,1,8,2,194
"4798",3778,1965,18,4,11,7,194
"4799",3779,1933,32,6,24,8,194
"4800",3780,1874,59,8,33,26,194
"4801",3781,1768,106,15,60,46,194
"4802",3782,1597,171,24,86,85,194
"4803",3783,1309,288,52,120,168,194
"4804",3784,984,325,77,133,192,194
"4805",3785,699,285,116,97,188,194
"4806",3786,454,245,133,68,177,194
"4807",3787,256,198,157,33,165,194
"4808",3788,148,108,150,19,89,194
"4809",3789,86,62,160,8,54,194
"4810",3790,57,29,116,8,21,194
"4811",3791,36,21,104,0,21,194
"4812",3792,28,8,116,1,7,194
"4813",3793,24,4,97,1,3,194
"4814",3794,20,4,87,0,4,194
"4815",3795,17,3,70,1,2,194
"4816",3796,14,3,52,0,3,194
"4817",3797,13,1,61,0,1,194
"4818",3798,11,2,62,1,1,194
"4819",3799,9,2,51,0,2,194
"4820",3800,7,2,29,0,2,194
"4821",3801,7,0,30,0,0,194
"4822",3802,5,2,33,1,1,194
"4823",3803,5,0,30,0,0,194
"4824",3804,5,0,16,0,0,194
"4825",3805,4,1,18,0,1,194
"4826",3806,4,0,18,0,0,194
"4827",3807,3,1,16,0,1,194
"4828",3808,3,0,12,0,0,194
"4829",3809,3,0,8,0,0,194
"4830",3810,3,0,8,0,0,194
"4831",3811,3,0,10,0,0,194
"4832",3812,3,0,8,0,0,194
"4833",3813,3,0,5,0,0,194
"4834",3814,3,0,4,0,0,194
"4835",3815,3,0,7,0,0,194
"4836",3816,3,0,2,0,0,194
"4837",3817,3,0,5,0,0,194
"4838",3818,3,0,1,0,0,194
"4839",3819,3,0,4,0,0,194
"4840",3820,3,0,2,0,0,194
"4841",3821,3,0,2,0,0,194
"4842",3822,3,0,1,0,0,194
"4843",3823,3,0,0,0,0,194
"4844",3824,3,0,2,0,0,194
"4845",3825,3,0,0,0,0,194
"4846",3826,1997,3,0,668,1329,195
"4847",3827,1992,5,0,1,4,195
"4848",3828,1980,12,0,5,7,195
"4849",3829,1956,24,2,11,13,195
"4850",3830,1923,33,9,17,16,195
"4851",3831,1863,60,7,38,22,195
"4852",3832,1740,123,10,59,64,195
"4853",3833,1526,214,27,93,121,195
"4854",3834,1227,299,56,121,178,195
"4855",3835,874,353,62,122,231,195
"4856",3836,560,314,140,80,234,195
"4857",3837,346,214,176,61,153,195
"4858",3838,213,133,160,23,110,195
"4859",3839,122,91,142,18,73,195
"4860",3840,75,47,140,10,37,195
"4861",3841,48,27,140,4,23,195
"4862",3842,35,13,139,1,12,195
"4863",3843,29,6,90,0,6,195
"4864",3844,19,10,77,1,9,195
"4865",3845,17,2,94,0,2,195
"4866",3846,11,6,76,1,5,195
"4867",3847,10,1,71,0,1,195
"4868",3848,9,1,55,0,1,195
"4869",3849,9,0,41,0,0,195
"4870",3850,7,2,38,1,1,195
"4871",3851,6,1,37,0,1,195
"4872",3852,6,0,28,0,0,195
"4873",3853,6,0,23,0,0,195
"4874",3854,6,0,25,0,0,195
"4875",3855,6,0,15,0,0,195
"4876",3856,5,1,9,0,1,195
"4877",3857,5,0,13,0,0,195
"4878",3858,4,1,14,0,1,195
"4879",3859,4,0,7,0,0,195
"4880",3860,4,0,10,0,0,195
"4881",3861,4,0,5,0,0,195
"4882",3862,4,0,9,0,0,195
"4883",3863,4,0,6,0,0,195
"4884",3864,4,0,10,0,0,195
"4885",3865,4,0,2,0,0,195
"4886",3866,4,0,4,0,0,195
"4887",3867,4,0,6,0,0,195
"4888",3868,4,0,3,0,0,195
"4889",3869,4,0,3,0,0,195
"4890",3870,4,0,1,0,0,195
"4891",3871,4,0,3,0,0,195
"4892",3872,4,0,0,0,0,195
"4893",3873,4,0,1,0,0,195
"4894",3874,4,0,2,0,0,195
"4895",3875,4,0,0,0,0,195
"4896",3876,4,0,0,0,0,195
"4897",3877,1997,3,0,715,1282,196
"4898",3878,1994,3,0,0,3,196
"4899",3879,1994,0,3,0,0,196
"4900",3880,1993,1,0,0,1,196
"4901",3881,1991,2,0,1,1,196
"4902",3882,1984,7,1,3,4,196
"4903",3883,1975,9,2,4,5,196
"4904",3884,1953,22,2,10,12,196
"4905",3885,1914,39,1,23,16,196
"4906",3886,1841,73,10,40,33,196
"4907",3887,1720,121,20,60,61,196
"4908",3888,1531,189,32,97,92,196
"4909",3889,1253,278,45,124,154,196
"4910",3890,915,338,79,152,186,196
"4911",3891,576,339,124,99,240,196
"4912",3892,339,237,151,56,181,196
"4913",3893,207,132,159,22,110,196
"4914",3894,121,86,170,10,76,196
"4915",3895,76,45,134,4,41,196
"4916",3896,49,27,135,3,24,196
"4917",3897,28,21,106,3,18,196
"4918",3898,23,5,105,1,4,196
"4919",3899,16,7,91,1,6,196
"4920",3900,11,5,74,1,4,196
"4921",3901,10,1,76,0,1,196
"4922",3902,9,1,65,0,1,196
"4923",3903,8,1,55,0,1,196
"4924",3904,8,0,45,0,0,196
"4925",3905,7,1,40,0,1,196
"4926",3906,5,2,44,0,2,196
"4927",3907,4,1,35,0,1,196
"4928",3908,4,0,31,0,0,196
"4929",3909,4,0,23,0,0,196
"4930",3910,3,1,13,0,1,196
"4931",3911,2,1,22,1,0,196
"4932",3912,2,0,13,0,0,196
"4933",3913,2,0,12,0,0,196
"4934",3914,2,0,14,0,0,196
"4935",3915,2,0,10,0,0,196
"4936",3916,2,0,10,0,0,196
"4937",3917,2,0,4,0,0,196
"4938",3918,2,0,9,0,0,196
"4939",3919,2,0,5,0,0,196
"4940",3920,2,0,6,0,0,196
"4941",3921,2,0,0,0,0,196
"4942",3922,1,1,4,0,1,196
"4943",3923,1,0,0,0,0,196
"4944",3924,1,0,1,0,0,196
"4945",3925,1,0,2,0,0,196
"4946",3926,1,0,3,0,0,196
"4947",3927,1,0,2,0,0,196
"4948",3928,1997,3,0,686,1311,197
"4949",3929,1991,6,1,5,1,197
"4950",3930,1981,10,1,7,3,197
"4951",3931,1958,23,3,12,11,197
"4952",3932,1909,49,7,25,24,197
"4953",3933,1843,66,13,37,29,197
"4954",3934,1708,135,20,67,68,197
"4955",3935,1515,193,37,89,104,197
"4956",3936,1250,265,52,109,156,197
"4957",3937,910,340,76,135,205,197
"4958",3938,589,321,136,107,214,197
"4959",3939,358,231,135,47,184,197
"4960",3940,224,134,151,22,112,197
"4961",3941,127,97,132,11,86,197
"4962",3942,86,41,168,4,37,197
"4963",3943,60,26,129,2,24,197
"4964",3944,39,21,106,1,20,197
"4965",3945,25,14,103,2,12,197
"4966",3946,18,7,77,2,5,197
"4967",3947,15,3,87,0,3,197
"4968",3948,14,1,84,0,1,197
"4969",3949,11,3,69,1,2,197
"4970",3950,9,2,45,0,2,197
"4971",3951,7,2,39,0,2,197
"4972",3952,4,3,38,0,3,197
"4973",3953,4,0,41,0,0,197
"4974",3954,3,1,40,0,1,197
"4975",3955,3,0,25,0,0,197
"4976",3956,3,0,18,0,0,197
"4977",3957,3,0,22,0,0,197
"4978",3958,2,1,17,1,0,197
"4979",3959,2,0,9,0,0,197
"4980",3960,1,1,19,0,1,197
"4981",3961,1,0,14,0,0,197
"4982",3962,1,0,12,0,0,197
"4983",3963,1,0,10,0,0,197
"4984",3964,1,0,6,0,0,197
"4985",3965,1,0,8,0,0,197
"4986",3966,1,0,7,0,0,197
"4987",3967,1,0,2,0,0,197
"4988",3968,1,0,6,0,0,197
"4989",3969,1,0,5,0,0,197
"4990",3970,1,0,5,0,0,197
"4991",3971,1,0,5,0,0,197
"4992",3972,1,0,5,0,0,197
"4993",3973,1,0,2,0,0,197
"4994",3974,1,0,2,0,0,197
"4995",3975,1,0,2,0,0,197
"4996",3976,1,0,1,0,0,197
"4997",3977,1,0,1,0,0,197
"4998",3978,1,0,1,0,0,197
"4999",3979,1997,3,0,706,1291,198
"5000",3980,1990,7,0,4,3,198
"5001",3981,1981,9,1,5,4,198
"5002",3982,1961,20,3,10,10,198
"5003",3983,1930,31,5,16,15,198
"5004",3984,1877,53,11,32,21,198
"5005",3985,1790,87,16,49,38,198
"5006",3986,1618,172,26,90,82,198
"5007",3987,1377,241,43,127,114,198
"5008",3988,1073,304,77,128,176,198
"5009",3989,745,328,97,97,231,198
"5010",3990,453,292,129,81,211,198
"5011",3991,262,191,147,38,153,198
"5012",3992,153,109,151,11,98,198
"5013",3993,95,58,153,6,52,198
"5014",3994,55,40,163,4,36,198
"5015",3995,36,19,115,4,15,198
"5016",3996,26,10,99,0,10,198
"5017",3997,21,5,81,0,5,198
"5018",3998,17,4,93,0,4,198
"5019",3999,14,3,70,1,2,198
"5020",4000,12,2,81,0,2,198
"5021",4001,10,2,51,0,2,198
"5022",4002,10,0,50,0,0,198
"5023",4003,9,1,50,1,0,198
"5024",4004,8,1,30,0,1,198
"5025",4005,8,0,28,0,0,198
"5026",4006,7,1,29,1,0,198
"5027",4007,7,0,30,0,0,198
"5028",4008,7,0,24,0,0,198
"5029",4009,7,0,21,0,0,198
"5030",4010,7,0,17,0,0,198
"5031",4011,7,0,19,0,0,198
"5032",4012,7,0,15,0,0,198
"5033",4013,6,1,13,1,0,198
"5034",4014,6,0,8,0,0,198
"5035",4015,5,1,6,0,1,198
"5036",4016,5,0,5,0,0,198
"5037",4017,5,0,2,0,0,198
"5038",4018,5,0,7,0,0,198
"5039",4019,5,0,3,0,0,198
"5040",4020,5,0,2,0,0,198
"5041",4021,5,0,1,0,0,198
"5042",4022,5,0,3,0,0,198
"5043",4023,5,0,2,0,0,198
"5044",4024,5,0,3,0,0,198
"5045",4025,5,0,1,0,0,198
"5046",4026,5,0,3,0,0,198
"5047",4027,5,0,1,0,0,198
"5048",4028,5,0,0,0,0,198
"5049",4029,5,0,2,0,0,198
"5050",4030,1997,3,0,682,1315,199
"5051",4031,1992,5,0,1,4,199
"5052",4032,1984,8,3,4,4,199
"5053",4033,1967,17,2,8,9,199
"5054",4034,1935,32,3,18,14,199
"5055",4035,1883,52,2,23,29,199
"5056",4036,1806,77,17,40,37,199
"5057",4037,1653,153,31,74,79,199
"5058",4038,1418,235,38,107,128,199
"5059",4039,1078,340,51,138,202,199
"5060",4040,731,347,91,116,231,199
"5061",4041,456,275,131,70,205,199
"5062",4042,264,192,163,52,140,199
"5063",4043,159,105,153,16,89,199
"5064",4044,102,57,152,5,52,199
"5065",4045,68,34,132,3,31,199
"5066",4046,46,22,123,2,20,199
"5067",4047,29,17,101,1,16,199
"5068",4048,23,6,102,1,5,199
"5069",4049,19,4,95,0,4,199
"5070",4050,16,3,65,0,3,199
"5071",4051,15,1,52,0,1,199
"5072",4052,13,2,56,0,2,199
"5073",4053,11,2,60,1,1,199
"5074",4054,11,0,47,0,0,199
"5075",4055,11,0,31,0,0,199
"5076",4056,9,2,37,1,1,199
"5077",4057,8,1,32,0,1,199
"5078",4058,7,1,30,0,1,199
"5079",4059,7,0,22,0,0,199
"5080",4060,7,0,27,0,0,199
"5081",4061,7,0,22,0,0,199
"5082",4062,7,0,18,0,0,199
"5083",4063,7,0,20,0,0,199
"5084",4064,7,0,8,0,0,199
"5085",4065,7,0,11,0,0,199
"5086",4066,7,0,9,0,0,199
"5087",4067,7,0,9,0,0,199
"5088",4068,7,0,5,0,0,199
"5089",4069,7,0,6,0,0,199
"5090",4070,7,0,6,0,0,199
"5091",4071,7,0,4,0,0,199
"5092",4072,7,0,3,0,0,199
"5093",4073,7,0,4,0,0,199
"5094",4074,7,0,4,0,0,199
"5095",4075,7,0,1,0,0,199
"5096",4076,6,1,2,0,1,199
"5097",4077,6,0,2,0,0,199
"5098",4078,6,0,1,0,0,199
"5099",4079,6,0,0,0,0,199
"5100",4080,6,0,1,0,0,199
